-0.22588,-0.21278,-0.19751,-0.20802,-0.18305,-0.16452,-0.14633,-0.13172,-0.11664,-0.097298,-0.085579,-0.07808,-0.071695,-0.065351,-0.058027,-0.048778,-0.037932,-0.02642,-0.012836,0.0035085,0.01752,0.026283,0.031758,0.0361,0.040836,0.047885,0.05936,0.071896,0.07942,0.083086,0.085251,0.086843,0.08816,0.089315,0.090357,0.091313,0.0922,0.093028,0.09381,0.094551,0.095263,0.095953,0.09663,0.097304,0.097985,0.098678,0.099392,0.10013,0.10089,0.10166,0.10244,0.10323,0.104,0.10476,0.10549,0.10621,0.1069,0.10756,0.10821,0.10884,0.10946,0.11007,0.11066,0.11125,0.11182,0.11239,0.11294,0.11348,0.11401,0.11453,0.11503,0.11552,0.11599,0.11645,0.11689,0.11731,0.11771,0.1181,0.11848,0.11884
-0.22588,-0.21278,-0.19739,-0.20785,-0.18292,-0.1645,-0.1465,-0.13197,-0.11777,-0.098679,-0.086003,-0.078314,-0.071961,-0.065771,-0.058787,-0.05005,-0.039635,-0.028623,-0.016304,-0.0010278,0.013912,0.024143,0.030404,0.034884,0.039091,0.044334,0.05238,0.063899,0.074554,0.0808,0.08412,0.086201,0.087748,0.089023,0.090134,0.091132,0.092044,0.092888,0.093675,0.094416,0.095117,0.095788,0.096435,0.097066,0.097689,0.098312,0.098943,0.099588,0.10025,0.10094,0.10164,0.10236,0.10309,0.10382,0.10455,0.10526,0.10595,0.10663,0.10728,0.10791,0.10853,0.10912,0.10971,0.11028,0.11084,0.11139,0.11194,0.11247,0.113,0.11352,0.11403,0.11452,0.11501,0.11548,0.11594,0.11639,0.11682,0.11723,0.11764,0.11802
-0.22588,-0.21278,-0.1973,-0.20769,-0.1828,-0.16447,-0.14668,-0.13221,-0.1187,-0.10024,-0.086521,-0.078567,-0.072223,-0.066165,-0.05948,-0.051225,-0.041248,-0.030618,-0.019266,-0.0053323,0.0098583,0.021537,0.028824,0.033679,0.037733,0.042097,0.047978,0.056712,0.067576,0.076552,0.081911,0.084997,0.087025,0.088546,0.089792,0.090869,0.091831,0.092707,0.093515,0.094267,0.094973,0.09564,0.096275,0.096884,0.097475,0.098055,0.09863,0.099206,0.099791,0.10039,0.10101,0.10164,0.1023,0.10297,0.10365,0.10433,0.10501,0.10568,0.10633,0.10697,0.10759,0.10819,0.10877,0.10934,0.10989,0.11043,0.11097,0.11149,0.11201,0.11251,0.11301,0.11351,0.11399,0.11447,0.11494,0.11539,0.11584,0.11627,0.1167,0.11711
-0.22588,-0.21278,-0.19723,-0.20752,-0.18268,-0.16442,-0.14687,-0.13243,-0.11947,-0.10192,-0.08717,-0.078848,-0.072484,-0.066535,-0.060114,-0.052305,-0.042777,-0.032465,-0.021815,-0.0092242,0.0055534,0.018422,0.026927,0.032381,0.03652,0.040478,0.045171,0.051664,0.060636,0.070467,0.078078,0.082807,0.08573,0.087729,0.089238,0.090469,0.091524,0.092458,0.093305,0.094084,0.094806,0.095482,0.096119,0.096724,0.097302,0.097859,0.098402,0.098935,0.099466,0.099999,0.10054,0.1011,0.10167,0.10226,0.10287,0.10349,0.10412,0.10476,0.10539,0.10602,0.10664,0.10724,0.10783,0.1084,0.10895,0.1095,0.11002,0.11054,0.11104,0.11154,0.11203,0.11251,0.11299,0.11346,0.11392,0.11437,0.11482,0.11526,0.11569,0.11612
-0.22588,-0.21278,-0.19718,-0.20734,-0.18256,-0.16437,-0.14708,-0.13265,-0.12011,-0.10364,-0.087966,-0.079165,-0.072748,-0.066888,-0.060696,-0.053297,-0.044221,-0.034209,-0.024049,-0.01263,0.0012415,0.014831,0.024635,0.0309,0.035322,0.039144,0.043204,0.048298,0.05524,0.064019,0.07272,0.079259,0.083523,0.086326,0.088311,0.089825,0.091052,0.092096,0.093013,0.093839,0.094594,0.095292,0.095944,0.096556,0.097135,0.097686,0.098215,0.098727,0.099227,0.09972,0.10021,0.1007,0.10121,0.10172,0.10225,0.1028,0.10336,0.10393,0.10452,0.10511,0.10571,0.1063,0.10688,0.10745,0.10801,0.10856,0.10909,0.1096,0.1101,0.1106,0.11108,0.11155,0.11201,0.11247,0.11292,0.11337,0.11381,0.11424,0.11467,0.11509
-0.22588,-0.21278,-0.19714,-0.20716,-0.18245,-0.16432,-0.1473,-0.13287,-0.12064,-0.10531,-0.088938,-0.079532,-0.07302,-0.067226,-0.061234,-0.054206,-0.04558,-0.035873,-0.026057,-0.015566,-0.0028508,0.010878,0.021891,0.029155,0.034048,0.03793,0.041671,0.045943,0.05141,0.058559,0.066845,0.07448,0.080185,0.084085,0.086795,0.088777,0.090305,0.091542,0.092586,0.093495,0.094307,0.095045,0.095726,0.096358,0.09695,0.097508,0.098037,0.098543,0.099029,0.099501,0.099963,0.10042,0.10087,0.10133,0.1018,0.10227,0.10276,0.10326,0.10378,0.10431,0.10486,0.10541,0.10596,0.10652,0.10706,0.10761,0.10814,0.10866,0.10916,0.10966,0.11014,0.11061,0.11107,0.11152,0.11196,0.1124,0.11283,0.11325,0.11367,0.11408
-0.22588,-0.21278,-0.19711,-0.20695,-0.18234,-0.16426,-0.14754,-0.13308,-0.12109,-0.10686,-0.090102,-0.079964,-0.073305,-0.067555,-0.061734,-0.05504,-0.046853,-0.037469,-0.027908,-0.018101,-0.0065636,0.0067506,0.018688,0.027069,0.032619,0.036725,0.040358,0.04416,0.048678,0.054423,0.061531,0.069162,0.075866,0.080909,0.084516,0.087143,0.089128,0.09068,0.091937,0.09299,0.093902,0.094709,0.095438,0.096105,0.096723,0.0973,0.097841,0.098354,0.09884,0.099306,0.099756,0.10019,0.10062,0.10104,0.10146,0.10189,0.10232,0.10275,0.1032,0.10367,0.10415,0.10464,0.10514,0.10565,0.10616,0.10668,0.1072,0.10771,0.10821,0.10871,0.10919,0.10966,0.11013,0.11058,0.11102,0.11145,0.11187,0.11229,0.1127,0.11311
-0.22588,-0.21278,-0.19709,-0.20671,-0.18224,-0.16421,-0.1478,-0.13331,-0.12149,-0.10825,-0.091458,-0.08048,-0.073609,-0.067879,-0.062203,-0.055807,-0.04804,-0.038999,-0.029652,-0.020325,-0.0098337,0.0026675,0.015088,0.024586,0.03096,0.035453,0.039135,0.04269,0.046617,0.051365,0.057247,0.064115,0.071036,0.076961,0.081475,0.084833,0.087381,0.089366,0.090946,0.092233,0.093308,0.09423,0.095041,0.095768,0.096429,0.097039,0.097605,0.098134,0.098633,0.099105,0.099556,0.099987,0.1004,0.10081,0.1012,0.1016,0.10199,0.10238,0.10278,0.10318,0.1036,0.10402,0.10446,0.10491,0.10537,0.10584,0.10632,0.1068,0.10729,0.10777,0.10825,0.10872,0.10918,0.10963,0.11007,0.11051,0.11093,0.11135,0.11175,0.11215
-0.22588,-0.21278,-0.19707,-0.20643,-0.18214,-0.16416,-0.14808,-0.13353,-0.12184,-0.10945,-0.092986,-0.081102,-0.07394,-0.068201,-0.062646,-0.056513,-0.049142,-0.040463,-0.031319,-0.022318,-0.012674,-0.0011799,0.011226,0.021681,0.029006,0.034044,0.037916,0.041389,0.04497,0.049047,0.053951,0.059822,0.066317,0.072579,0.077837,0.081917,0.085054,0.08752,0.089498,0.091106,0.092428,0.093534,0.094477,0.095301,0.096033,0.096695,0.097301,0.097861,0.098384,0.098874,0.099336,0.099774,0.10019,0.10059,0.10098,0.10136,0.10173,0.10209,0.10245,0.10282,0.10318,0.10356,0.10394,0.10433,0.10473,0.10515,0.10557,0.106,0.10644,0.10689,0.10734,0.10779,0.10824,0.10869,0.10913,0.10956,0.10999,0.1104,0.11081,0.11121
-0.22588,-0.21278,-0.19706,-0.2061,-0.18204,-0.16411,-0.14837,-0.13377,-0.12216,-0.11046,-0.094633,-0.081854,-0.07431,-0.068526,-0.063068,-0.057167,-0.050164,-0.041859,-0.032927,-0.024151,-0.015142,-0.0046681,0.0072816,0.018385,0.026699,0.032431,0.036631,0.040153,0.043549,0.0472,0.051406,0.056383,0.062114,0.068172,0.073824,0.07854,0.082259,0.085196,0.087573,0.089535,0.091164,0.092522,0.093665,0.094638,0.095483,0.096229,0.096898,0.097507,0.098067,0.098587,0.099072,0.099528,0.099959,0.10037,0.10076,0.10113,0.1015,0.10185,0.10219,0.10253,0.10287,0.10321,0.10355,0.10389,0.10424,0.1046,0.10497,0.10535,0.10573,0.10613,0.10654,0.10695,0.10737,0.10779,0.10821,0.10863,0.10905,0.10946,0.10986,0.11026
